obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,chamber
281,NA,1679596897,6695.5,20230323 13:41:37,13:41:37,5,bou_cur31_t4_ch5,stan,1679596890,0.000879253,0.879253367,16.05826182,1411.946656,883.2556942,79.5782707,127.2114903,0.052020926,3.457724212,0.05159001,0.032282175,321.5122007,20.69745759,20.01363704,2.348595496,37.48251183,0.840245819,2.241700937,1.508349677,-38.7750735,-139.8379279,-8.101048058,134.7981512,52.24435285,0.889534124,16.05826182,1475.369581,1448.892667,3.361525513,64.60777873,0.879253367,8.759870201,9.319086783,-8.13E-06,98.86602098,0,0,1,0,48852,1999.975926,1681.1798,0.840600018,0.160758035,3.21,0.5,0: Broadleaf,2,TRUE,1679596890,1411.946667,1446.29,9.326062222,8.760371111,1416.404074,9.532327037,500.0564444,89.99651481,0.100012411,19.26348519,20.01363704,999.9,0,0,9984.258519,0,13.3774,-34.34393333,1425.238148,1459.072593,0.565692852,1446.29,8.760371111,0.839313296,0.788402889,4.390170741,3.500195185,1999.975926,0.979999,0.0200006,0,2.353581481,0,7105.681111,16749.25185,37.47659259,39.08074074,37.76596296,37.90485185,36.31914815,1959.975185,40.00074074,0,1679596904,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.34331,0.190854034,0.121812893,0,0.5689593,-0.060017786,0.005791243,1,1,2,2-Jan,2.98294,2.71566,0.215488,0.216211,0.05406,0.0502697,24891.2,24979.2,29488.7,29473.7,36968.9,37227.3,41529,41997.1,1.972,1.84057,0.0260472,0,19.5793,999.9,51.1,31.5,26.356,62.1642,33.109,1,-0.029065,6.07469,20.2407,5.21969,12.0159,4.9906,3.2885,9999,9999,9999,999.9,1.8674,1.86646,1.866,1.86584,1.86768,1.8702,1.86887,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.51,-0.2063,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1019.7,1019.6,2.81128,2.20337,1.39648,2.35107,1.49536,2.38892,36.0347,24.0262,18,530.459,405.192,13.1761,26.7482,30.0003,26.7056,26.6504,56.3044,59.7034,0,13.1729,1489.74,8.80411,100.83,100.866,5
282,NA,1679596902,6700,20230323 13:41:41,13:41:41,5,bou_cur31_t4_ch5,stan,1679596894,0.000867146,0.867145962,16.16623477,1426.869249,887.6580209,79.97497021,128.5560688,0.051307061,3.458782329,0.050887966,0.031842347,321.5081557,20.69911521,20.0088963,2.347906173,37.46375466,0.839793184,2.241615107,1.508112989,-38.2411369,-139.1113596,-8.056270009,136.0993892,52.26611417,0.881587995,16.16623477,1490.791852,1464.123758,3.386811614,64.60777873,0.867145962,8.760378697,9.312044476,-2.72E-05,98.86602098,0,0,1,0,48751,1999.951111,1681.158912,0.840600004,0.160758008,3.21,0.5,0: Broadleaf,2,TRUE,1679596894,1426.869259,1461.228148,9.321030741,8.760384444,1431.358519,9.527318519,500.0514444,89.99660741,0.099993226,19.26287037,20.0088963,999.9,0,0,9988.655185,0,13.3774,-34.35842963,1440.294074,1474.141852,0.560648222,1461.228148,8.760384444,0.838861333,0.788404852,4.382481852,3.500231481,1999.951111,0.979999889,0.019999711,0,2.376488889,0,7106.97037,16749.05185,37.56911111,39.19877778,37.85162963,38.01825926,36.39088889,1959.950741,39.99925926,0,1679596909,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.35005,0.228745216,0.119122746,0,0.564699425,-0.064691426,0.00625403,1,1,2,2-Jan,2.98298,2.71559,0.21686,0.217565,0.0540324,0.0502691,24847.4,24936.2,29488.4,29473.9,36969.4,37227.4,41528.3,41997.1,1.97232,1.8406,0.0257418,0,19.5793,999.9,51.1,31.5,26.3526,62.5142,32.8486,1,-0.0289812,6.06565,20.2413,5.21969,12.0159,4.9902,3.2885,9999,9999,9999,999.9,1.86743,1.86646,1.866,1.86584,1.86768,1.87024,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.55,-0.2063,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1019.7,1019.6,2.83447,2.19727,1.39648,2.35229,1.49536,2.47314,36.0347,24.035,18,530.7,405.225,13.1675,26.7507,30.0002,26.7081,26.6529,56.7343,59.7034,0,13.1655,1503.1,8.8188,100.829,100.866,5
283,NA,1679596907,6705,20230323 13:41:46,13:41:46,5,bou_cur31_t4_ch5,stan,1679596899,0.000859782,0.859782396,16.30478581,1443.631841,895.4982681,80.68211716,130.0675585,0.050882093,3.460554794,0.050470091,0.031580546,321.5068182,20.700066,20.0025963,2.346990402,37.44068642,0.83927647,2.241616141,1.507713932,-37.91640367,-138.0059035,-7.987898986,137.596612,52.25683021,0.87274893,16.30478581,1507.718804,1480.935818,3.39206597,64.60777873,0.859782396,8.759863918,9.306745944,-1.33E-05,98.86602098,0,0,1,0,48860,1999.944074,1681.15289,0.84059995,0.160757904,3.21,0.5,0: Broadleaf,2,TRUE,1679596899,1443.631852,1477.985926,9.315207037,8.760181111,1448.156296,9.52152037,500.0536296,89.99745926,0.099998248,19.26287778,20.0025963,999.9,0,0,9995.944444,0,13.3774,-34.35383704,1457.205185,1491.047407,0.555025852,1477.985926,8.760181111,0.838345037,0.788394148,4.373694444,3.500038519,1999.944074,0.980001222,0.019998378,0,2.335277778,0,7108.651852,16749,37.66637037,39.32611111,37.93959259,38.14096296,36.47651852,1959.947407,39.99555556,0,1679596913,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.390135,-0.069192495,0.128612353,1,0.558000725,-0.068773835,0.006646257,1,2,2,2-Feb,2.98291,2.7157,0.21837,0.219032,0.0540094,0.0502687,24799.9,24889.2,29488.8,29473.6,36971.1,37227.4,41529.3,41997.1,1.97195,1.84055,0.0249557,0,19.5797,999.9,51.1,31.5,26.3552,62.4942,32.7364,1,-0.0288034,6.05686,20.2417,5.22028,12.0159,4.9905,3.28863,9999,9999,9999,999.9,1.86743,1.86646,1.866,1.86584,1.86769,1.87026,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.58,-0.2064,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1019.8,1019.7,2.85767,2.19971,1.39771,2.35107,1.49536,2.42798,36.0347,24.035,18,530.474,405.216,13.1601,26.7536,30.0003,26.7109,26.6557,57.2705,59.7034,0,13.1602,1523.14,8.83893,100.831,100.866,5
284,NA,1679596912,6710,20230323 13:41:51,13:41:51,5,bou_cur31_t4_ch5,stan,1679596904,0.000848038,0.848037796,16.11594505,1460.408508,910.6317842,82.04606454,131.5798249,0.050170795,3.463930426,0.04977057,0.031142299,321.5061146,20.70057972,20.00087407,2.346740114,37.41699775,0.838704642,2.241507048,1.508035472,-37.39846682,-137.9648418,-7.977637919,138.1651681,52.33352679,0.862895122,16.11594505,1524.430566,1497.840485,3.377235618,64.60777873,0.848037796,8.759634745,9.299117063,-2.17E-05,98.86602098,0,0,1,0,49016,1999.940741,1681.150001,0.840599907,0.160757821,3.21,0.5,0: Broadleaf,2,TRUE,1679596904,1460.408519,1494.812222,9.308808519,8.760041852,1464.97,9.51515037,500.0502222,89.99801111,0.099947207,19.2620963,20.00087407,999.9,0,0,10009.95148,0,13.3774,-34.40298148,1474.130741,1508.022222,0.548765296,1494.812222,8.760041852,0.837774333,0.788386556,4.363975556,3.499901481,1999.940741,0.980002333,0.019997267,0,2.319551852,0,7110.324444,16748.97778,37.76133333,39.45577778,38.02992593,38.26366667,36.55755556,1959.947037,39.99259259,0,1679596919,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.34974,-0.616140338,0.12041592,0,0.55221625,-0.073853989,0.007132021,1,1,2,2-Jan,2.98299,2.71588,0.21987,0.220525,0.053976,0.0502695,24752.1,24841.6,29488.5,29473.6,36971.9,37227.3,41528.6,41996.9,1.97202,1.84057,0.0253916,0,19.5793,999.9,51.1,31.5,26.3523,62.4742,32.8125,1,-0.0286153,5.92798,20.2466,5.22073,12.0158,4.99075,3.28865,9999,9999,9999,999.9,1.86745,1.86647,1.866,1.86585,1.86769,1.87024,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.61,-0.2064,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1019.9,1019.8,2.88452,2.20337,1.39648,2.34985,1.49536,2.47803,36.0347,24.035,18,530.551,405.254,13.1634,26.7558,30.0002,26.7138,26.6591,57.7348,59.427,0,13.186,1536.49,8.86045,100.829,100.866,5
285,NA,1679596917,6715,20230323 13:41:56,13:41:56,5,bou_cur31_t4_ch5,stan,1679596909,0.000845412,0.845411919,16.75131083,1477.172952,905.3486428,81.57080116,133.0914693,0.05003025,3.465060477,0.049632383,0.031055722,321.5091176,20.70125927,19.99441111,2.345801067,37.39431421,0.838223449,2.241579949,1.507577618,-37.28266562,-136.7049598,-7.901968037,139.6195241,52.383136,0.845872192,16.75131083,1541.420259,1514.58497,3.342528223,64.60777873,0.845411919,8.761977011,9.299696993,-1.03E-05,98.86602098,0,0,1,0,48889,1999.96037,1681.166422,0.840599867,0.160757744,3.21,0.5,0: Broadleaf,2,TRUE,1679596909,1477.172963,1511.601111,9.303383704,8.765448519,1481.77037,9.50975,500.0581481,89.99879259,0.099979637,19.26261852,19.99441111,999.9,0,0,10014.57593,0,13.3774,-34.42874815,1491.044074,1524.968889,0.537934,1511.601111,8.765448519,0.83729337,0.78888,4.355781852,3.508757037,1999.96037,0.980003889,0.019995711,0,2.288725926,0,7111.983704,16749.15556,37.85162963,39.57844444,38.12018519,38.38637037,36.64555556,1959.97,39.99037037,0,1679596924,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.40280732,-0.370467596,0.110912825,0,0.544632878,-0.111264397,0.01226462,0,0,2,0/2,2.98279,2.71562,0.221343,0.221953,0.0539883,0.0504729,24705.5,24796.4,29488.7,29473.9,36972,37219.9,41529.2,41997.6,1.97175,1.84077,0.0246763,0,19.5793,999.9,51.1,31.5,26.3528,62.2742,33.0449,1,-0.0287221,5.94154,20.2461,5.22073,12.0159,4.99045,3.28858,9999,9999,9999,999.9,1.86742,1.86648,1.866,1.86586,1.8677,1.87023,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.65,-0.2064,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1020,1019.9,2.90771,2.20337,1.39648,2.35352,1.49536,2.44873,36.0347,24.035,18,530.394,405.387,13.1824,26.7587,30.0002,26.7166,26.6618,58.2711,59.427,0,13.1872,1556.53,8.87369,100.83,100.867,5
286,NA,1679596922,6720,20230323 13:42:01,13:42:01,5,bou_cur31_t4_ch5,stan,1679596914,0.000791343,0.791343065,17.10992704,1492.897132,872.268256,78.59027287,134.508154,0.046821376,3.46518701,0.046472731,0.029076565,321.5048929,20.71395564,19.99142143,2.345366788,37.39433926,0.838260518,2.241677577,1.50710627,-34.89822917,-136.0207867,-7.8620412,142.7238358,52.47127485,0.818590953,17.10992704,1558.442025,1531.345758,3.348500813,64.60777873,0.791343065,8.8130444,9.315932308,4.96E-05,98.86602098,0,0,1,0,48861,1999.934286,1681.144479,0.840599859,0.160757728,3.21,0.5,0: Broadleaf,2,TRUE,1679596914,1492.897143,1527.364286,9.303798214,8.7832125,1497.529286,9.510163571,500.0578214,89.99875357,0.099988796,19.26331786,19.99142143,999.9,0,0,10015.10786,0,13.3774,-34.46684286,1506.917143,1540.899286,0.520584786,1527.364286,8.7832125,0.837330321,0.790478393,4.356411429,3.537406429,1999.934286,0.980004821,0.019994779,0,2.35785,0,7113.025357,16748.94286,37.94167857,39.68275,38.20732143,38.50425,36.72964286,1959.943929,39.98928571,0,1679596928,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.4690225,-0.526641276,0.129113062,0,0.52760395,-0.218193501,0.022567714,0,0,2,0/2,2.98281,2.71589,0.222814,0.223409,0.0540548,0.050531,24658.4,24749.7,29488.3,29473.6,36968.9,37217.1,41528.7,41997,1.97205,1.84075,0.0250749,0,19.5798,999.9,51.1,31.5,26.3536,62.2542,33.0769,1,-0.0284909,5.92682,20.2465,5.22058,12.0159,4.9905,3.28858,9999,9999,9999,999.9,1.86742,1.86648,1.866,1.86586,1.86768,1.87022,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.69,-0.2063,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1020.1,1020,2.93457,2.20581,1.39771,2.35229,1.49536,2.41211,36.0347,24.035,18,530.619,405.392,13.1911,26.7613,30.0001,26.7194,26.6646,58.741,59.427,0,13.1967,1569.89,8.87908,100.829,100.866,5
287,NA,1679596927,6725,20230323 13:42:06,13:42:06,5,bou_cur31_t4_ch5,stan,1679596919,0.000791943,0.791943391,16.45040201,1510.492952,912.5527875,82.2203198,136.0942789,0.046886027,3.463955848,0.046536299,0.029116391,321.5080224,20.7148363,19.98888889,2.344998968,37.41732453,0.838802507,2.241749024,1.506196461,-34.92470354,-135.4039377,-7.829087607,143.3502936,52.63915296,0.795136931,16.45040201,1575.174016,1548.291879,3.393021448,64.60777873,0.791943391,8.819579792,9.323018671,2.54E-05,98.86602098,0,0,1,0,48821,1999.952963,1681.160245,0.840599892,0.160757792,3.21,0.5,0: Broadleaf,2,TRUE,1679596919,1510.492963,1545.054074,9.309761481,8.804098889,1515.163333,9.516099259,500.0621852,89.99923704,0.100010841,19.26382963,19.98888889,999.9,0,0,10009.92111,0,13.3774,-34.56133333,1524.686296,1558.777778,0.505661815,1545.054074,8.804098889,0.837871444,0.792362259,4.365626296,3.571169259,1999.952963,0.980003444,0.01999623,0,2.383781481,0,7114.412963,16749.08889,38.03448148,39.79366667,38.30296296,38.63177778,36.81918519,1959.96,39.99185185,0,1679596934,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.5014575,-1.160891932,0.145388309,0,0.515375225,-0.185398976,0.020650783,0,0,2,0/2,2.98268,2.71566,0.224296,0.22487,0.0540835,0.0505377,24611,24703,29487.8,29473.4,36967.4,37216.6,41528.2,41996.8,1.972,1.84048,0.0247881,0,19.581,999.9,51.1,31.5,26.3517,62.2342,33.1651,1,-0.02844,5.91886,20.2468,5.21999,12.0159,4.99025,3.28853,9999,9999,9999,999.9,1.86744,1.86647,1.866,1.86586,1.86769,1.87021,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.73,-0.2063,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1020.1,1020.1,2.95654,2.20337,1.39648,2.35229,1.49536,2.37671,36.0347,24.0437,18,530.617,405.256,13.2001,26.7638,30.0002,26.7228,26.6674,59.2637,59.427,0,13.2043,1589.94,8.8902,100.828,100.865,5
288,NA,1679596932,6730,20230323 13:42:11,13:42:11,5,bou_cur31_t4_ch5,stan,1679596924,0.000796267,0.796266886,17.14257137,1526.21356,907.7654904,81.79030529,137.5129087,0.047160294,3.463556832,0.046806439,0.029285595,321.5100268,20.71492297,19.99061786,2.345250074,37.44882706,0.839554968,2.241872532,1.505695106,-35.11536966,-135.5459965,-7.838309411,143.0103513,52.72658891,0.785890392,17.14257137,1592.174273,1565.102364,3.338862098,64.60777873,0.796266886,8.82057467,9.326892028,7.97E-06,98.86602098,0,0,1,0,48945,1999.963214,1681.169047,0.840599985,0.16075797,3.21,0.5,0: Broadleaf,2,TRUE,1679596924,1526.213571,1560.83,9.317962857,8.818181429,1530.918929,9.524262857,500.0589286,90.00070714,0.099991946,19.26471429,19.99061786,999.9,0,0,10008.09429,0,13.3774,-34.61655,1540.566786,1574.716071,0.499780036,1560.83,8.818181429,0.838623179,0.793642607,4.378428214,3.5941,1999.963214,0.979999893,0.019999907,0,2.355753571,0,7115.637143,16749.15357,38.12032143,39.89260714,38.38592857,38.74089286,36.89707143,1959.963929,39.99821429,0,1679596939,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-34.5711675,-0.696762101,0.110958196,0,0.50738915,-0.094407377,0.015046598,1,1,2,2-Jan,2.98289,2.71555,0.225757,0.226296,0.0541023,0.0505446,24564.7,24657.5,29487.9,29473.4,36966.8,37216.4,41528.3,41996.7,1.97183,1.84055,0.025548,0,19.581,999.9,51.1,31.5,26.3478,62.3342,33.2212,1,-0.0280513,5.91724,20.2468,5.21954,12.0159,4.9902,3.28842,9999,9999,9999,999.9,1.86743,1.86646,1.866,1.86584,1.86768,1.8702,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-4.76,-0.2063,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1020.2,1020.1,2.98462,2.19971,1.39648,2.35107,1.49536,2.40967,36.0582,24.035,18,530.519,405.318,13.2086,26.7665,30.0005,26.7249,26.6702,59.7311,59.427,0,13.211,1603.32,8.89555,100.828,100.865,5
289,NA,1679599321,9119.1,20230323 14:22:00,14:22:00,5,bou_cur31_t4_ch5,stan,1679599313,0.001659143,1.659142743,16.4427535,408.9445223,129.9433096,11.70378129,36.83296403,0.098163956,3.461307625,0.096643165,0.060536652,321.5110576,28.12538666,27.50097667,3.68583371,61.64753976,2.19000266,3.552457517,1.49583105,-73.16819497,-117.266331,-7.325199517,123.7513321,16.4764978,1.658800163,16.4427535,429.9805761,419.1717455,0.000447272,64.60777873,1.659142743,23.27642678,24.31562098,-3.80E-06,98.86602098,0,0,1,0,47642,1999.97,1681.17472,0.840599969,0.16075794,3.21,0.5,0: Broadleaf,2,TRUE,1679599313,408.9445333,419.9568667,24.31489333,23.27594,411.3447667,24.38400333,500.0492,89.96839333,0.099970533,26.87256,27.50097667,999.9,0,0,10002.31167,0,13.37248,-11.01233333,419.1358,429.9647333,1.038957,419.9568667,23.27594,2.187572,2.094099333,18.87159,18.17436333,1999.97,0.9800011,0.019998937,0,2.30272,0,7061.939667,16749.21333,38.20806667,39.3414,38.208,38.41646667,37.5206,1959.972667,39.99733333,0,1679599328,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-11.0209575,0.058204503,0.049307955,1,1.03879275,0.000516585,0.000708202,1,2,2,2-Feb,2.98236,2.71538,0.0924227,0.0929866,0.107803,0.102618,28790.2,28903.3,29484.3,29472,34836.6,35148.3,41522.5,41995.3,1.97103,1.86143,0.101075,0,25.8528,999.9,54.7,31.5,28.2214,62.2539,32.7484,1,-0.0487881,0.461231,20.343,5.22028,12.0099,4.98985,3.289,9999,9999,9999,999.9,1.8674,1.86646,1.86599,1.86584,1.86768,1.87017,1.86888,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.4,-0.0691,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1060.1,1060,1.03271,2.23145,1.39648,2.34497,1.49536,2.42554,36.0113,24.07,18,531.186,418.335,24.6793,26.8297,29.9999,26.8561,26.8118,20.6731,24.21,23.0801,24.6886,413.249,23.2804,100.815,100.861,5
290,NA,1679599326,9124.1,20230323 14:22:05,14:22:05,5,bou_cur31_t4_ch5,stan,1679599318,0.001659721,1.659721022,16.57773317,408.9345405,127.8352122,11.51363141,36.83117892,0.098201344,3.460844503,0.096679204,0.060559295,321.5065249,28.12713856,27.50045172,3.685720497,61.64005778,2.189961756,3.552822361,1.495758741,-73.19369706,-116.8267587,-7.298762113,124.187307,16.23313988,1.658546653,16.57773317,429.7646843,419.0359212,-0.035830693,64.60777873,1.659721022,23.27616666,24.31573357,-1.60E-06,98.86602098,0,0,1,0,47580,1999.942759,1681.151741,0.840599929,0.160757863,3.21,0.5,0: Broadleaf,2,TRUE,1679599318,408.9345517,419.7908621,24.31502414,23.27620345,411.3347241,24.38413103,500.0365517,89.96628621,0.099910862,26.8743069,27.50045172,999.9,0,0,10000.61552,0,13.3774,-10.85630897,419.1256552,429.7949655,1.038821034,419.7908621,23.27620345,2.187532414,2.094073103,18.87128966,18.17417241,1999.942759,0.980002172,0.019997897,0,2.340810345,0,7062.867241,16748.9931,38.31003448,39.45875862,38.30141379,38.5472069,37.62265517,1959.948621,39.99413793,0,1679599333,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-10.93688366,1.116064808,0.23801375,0,1.038890732,-0.002211429,0.000678112,1,1,2,2-Jan,2.98289,2.71562,0.0923811,0.0925157,0.107803,0.10262,28791.5,28919.3,29484.3,29473,34836.3,35149.3,41522.1,41996.6,1.97105,1.86157,0.10106,0,25.8506,999.9,54.7,31.5,28.2243,62.2939,32.4159,1,-0.0490447,0.465479,20.3426,5.21804,12.0099,4.9892,3.28853,9999,9999,9999,999.9,1.86739,1.86646,1.866,1.86584,1.86768,1.87016,1.86886,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.4,-0.0691,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1060.1,1060,1.00586,2.22656,1.39771,2.34497,1.49536,2.50122,36.0113,24.0787,18,531.188,418.405,24.6864,26.8275,29.9998,26.8544,26.8095,20.1418,24.21,23.0801,24.6859,399.875,23.2804,100.814,100.865,5
291,NA,1679599331,9129.1,20230323 14:22:10,14:22:10,5,bou_cur31_t4_ch5,stan,1679599323,0.001660043,1.660042798,15.63176276,408.4345252,142.7071692,12.8528118,36.78534242,0.098182213,3.461719748,0.096661039,0.060547858,321.5060004,28.12857934,27.50312857,3.686297839,61.63475755,2.190007047,3.553201365,1.496290793,-73.20788737,-117.0172364,-7.308977889,123.9718987,12.58338291,1.658584522,15.63176276,421.4930057,415.5548667,-0.930463972,64.60777873,1.660042798,23.27832497,24.31803986,7.51E-06,98.86602098,0,0,1,0,47608,1999.940714,1681.149921,0.840599878,0.160757765,3.21,0.5,0: Broadleaf,2,TRUE,1679599323,408.4345357,416.9474643,24.31605714,23.2772,410.8336071,24.38515357,500.0298929,89.964375,0.099858432,26.87612143,27.50312857,999.9,0,0,10004.47643,0,13.3774,-8.512933786,418.6136071,426.8841786,1.038850714,416.9474643,23.2772,2.187578571,2.094118214,18.871625,18.17451786,1999.940714,0.980003536,0.019996557,0,2.327803571,0,7063.821786,16748.975,38.41489286,39.57782143,38.39485714,38.67832143,37.72296429,1959.95,39.99071429,0,1679599338,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-9.20959415,25.59639474,3.181305278,0,1.0390185,0.000308668,0.000829333,1,1,2,2-Jan,2.98277,2.7157,0.0916927,0.0902884,0.10781,0.102626,28813.9,28989.8,29484.9,29472.4,34836.8,35148.5,41523.2,41995.9,1.97082,1.86122,0.101306,0,25.8484,999.9,54.7,31.5,28.222,62.0639,32.2556,1,-0.0493877,0.489619,20.3428,5.21774,12.0099,4.989,3.28855,9999,9999,9999,999.9,1.8674,1.86646,1.866,1.86584,1.86768,1.87018,1.86882,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.391,-0.0691,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1060.2,1060.1,0.979004,2.22656,1.39648,2.34619,1.49536,2.44629,36.0113,24.0787,18,531.018,418.19,24.6857,26.8252,29.9999,26.8521,26.8079,19.5545,24.21,23.0801,24.6807,379.812,23.2804,100.816,100.863,5
