"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
33,1677879627,993.900000095367,"20230303 15:40:27","15:40:27",5,"pas_smi21_t3_ch4","gibson",1677879624.2,0.000448458435895944,0.448458435895944,-0.135638813659578,419.639300063048,416.391938892048,37.1259627197991,37.4155010093564,0.0256152282623021,3.82919027964055,0.0255204131155599,0.0159587475807145,0,27.6910984917482,27.56868,3.70046061935057,58.3264206616447,2.18538845690122,3.74682422152869,1.51507216244936,-19.7770170230111,43.9860230052686,2.49581219333018,26.7048181755877,-0.135638813659578,0.448458435895944,-0.307195367499601,430.113582007199,430.200042424242,0.0105767520735432,67.4206641049835,0.61500187981798,24.3198592121212,24.5261048484848,0.00696503896103962,111.33,5,1,1,0,46954,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879624.2,419.6393,419.6622,24.51056,24.31993,419.0563,24.30272,500.2764,89.06119,0.0999086,27.78175,27.56868,999.9,0,0,9988.431,0,0.222567,-0.0226989749,430.1834,430.1225,0.1906287,419.6622,24.31993,2.182938,2.165962,18.83766,18.71275,0,0,0,0,4.84,0,-21.75,-3.15,37.125,42.062,39.7374,41,38.1622,0,0,0,1677879629.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.003296672165,-0.0214816553133208,0.0295075712078447,1,0.18952515,-0.0905667692307692,0.0140022716845339,1,2,2,"2/2",2.84094,2.71021,0.0893813,0.0894245,0.102394,0.101483,25832.5,22224,25394.9,23778,38951.2,35360.7,45964.9,42416.8,1.73715,1.83862,0.0241771,0,27.168,999.9,53.131,30.917,26.7862,54.6781,42.5321,1,0.161095,1.52749,20.2392,5.23496,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86844,1.86415,1.87178,1.86255,1.86202,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2086,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40664.7,40664.7,1.05713,2.38647,1.44775,2.30713,1.44409,2.43652,36.8366,24.1838,18,414.166,461.806,26.5533,29.7276,30,29.3035,29.3095,21.2242,18.7884,100,26.4925,419.656,24.4067,97.2409,99.7244,NA,4
34,1677879632,998.900000095367,"20230303 15:40:32","15:40:32",5,"pas_smi21_t3_ch4","gibson",1677879629.5,0.000454425336918862,0.454425336918862,-0.286608063537138,419.721555688659,425.550616244073,37.9427641227534,37.4230358900384,0.0260370655594392,3.82919113115056,0.0259391082926433,0.0162207129054416,0,27.6787862576905,27.5599111111111,3.69856330132579,58.4370014231696,2.18811228469682,3.7443952143466,1.51045101662897,-20.0401573581218,43.5036528334704,2.46819672234124,25.9316921976898,-0.286608063537138,0.454425336918862,-0.329797383146097,430.153656326476,430.259545454545,0.00863099679017556,67.4206641049835,0.513303826209053,24.3504078787879,24.5493915151515,0.00242328756957198,111.33,5,1,1,0,46996,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879629.5,419.721555555556,419.679777777778,24.5409777777778,24.3478222222222,419.138555555556,24.3319111111111,500.288888888889,89.0615333333333,0.100043866666667,27.7706444444444,27.5599111111111,999.9,0,0,9988.39555555556,0,0.222567,0.0418260444444444,430.281,430.153111111111,0.193178888888889,419.679777777778,24.3478222222222,2.18565777777778,2.16845444444444,18.8575666666667,18.7311333333333,0,0,0,0,2.23333333333333,0,-15.6666666666667,-2.76666666666667,37.125,42.062,39.75,40.972,38.125,0,0,0,1677879634.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.000529483415,0.125611853302064,0.0381970252953805,0,0.185529625,0.0403202363977486,0.00756665483779821,1,1,2,"1/2",2.84054,2.71001,0.0893865,0.0894189,0.102463,0.101541,25832.7,22224,25395.2,23777.9,38948.1,35358.2,45964.8,42416.6,1.73738,1.8385,0.0239909,0,27.1512,999.9,53.131,30.927,26.8032,54.1781,43.5537,1,0.161004,1.50205,20.2394,5.23496,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86844,1.86416,1.87178,1.86262,1.86203,1.86844,1.85852,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2096,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40664.8,40664.8,1.05835,2.38403,1.44775,2.30591,1.44409,2.43408,36.8366,24.1751,18,414.291,461.727,26.4823,29.7218,29.9999,29.3035,29.3095,21.2244,18.7884,100,26.4343,419.656,24.4079,97.2411,99.7237,NA,4
35,1677879637,1003.90000009537,"20230303 15:40:37","15:40:37",5,"pas_smi21_t3_ch4","gibson",1677879634.2,0.000490681561711314,0.490681561711314,-0.205931838431333,419.685300096265,419.68530009362,37.4200651130707,37.4200651133064,0.0282537257919823,3.82892734091283,0.0281384113550447,0.0175968282669394,0,27.6636660481083,27.53696,3.69360140448438,58.5161117012365,2.19007866217426,3.74269341981583,1.50352274231012,-21.639056871469,46.6314370484636,2.64542941305368,27.6378095900483,-0.205931838431333,0.490681561711314,-0.299296493521569,430.16118285836,430.28696969697,0.00164493668524145,67.4206641049835,0.553080610672377,24.3544871428571,24.5713806060606,0.00229705380334007,111.33,5,1,1,0,46694,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879634.2,419.6853,419.6853,24.56286,24.35429,419.1023,24.35288,500.2691,89.06216,0.10004107,27.76286,27.53696,999.9,0,0,9987.377,0,0.222567,-7.62949999999995e-05,430.2537,430.1617,0.2085601,419.6853,24.35429,2.187621,2.169046,18.87195,18.7355,0,0,0,0,2.53,0,-15.23,-2.08,37.125,42.062,39.6996,40.9496,38.125,0,0,0,1677879639.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.006021122085,-0.00124082356097565,0.0366559075933012,1,0.190611025,0.105770195121951,0.0116179775466462,0,1,2,"1/2",2.84119,2.71013,0.0893895,0.0894186,0.102522,0.101551,25832.8,22224.2,25395.4,23778,38945.8,35358,45965.1,42416.7,1.7376,1.83838,0.0244752,0,27.1346,999.9,53.131,30.917,26.7837,54.3681,42.7364,1,0.160622,1.46753,20.2397,5.23496,11.992,4.95565,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87178,1.86261,1.862,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2103,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40664.9,40664.9,1.05835,2.39746,1.44897,2.30591,1.44409,2.26074,36.8366,24.1663,18,414.434,461.666,26.4216,29.7161,29.9998,29.306,29.3119,21.2238,18.7884,100,26.3988,419.656,24.4071,97.2417,99.7242,NA,4
36,1677879642,1008.90000009537,"20230303 15:40:42","15:40:42",5,"pas_smi21_t3_ch4","gibson",1677879639.5,0.000523279951651074,0.523279951651074,-0.229047916131953,419.687666772345,420.182579839954,37.463777316235,37.4196505155407,0.0301922166570342,3.83975457389281,0.0300609451748281,0.0187998372253011,0,27.6426975777304,27.5310777777778,3.69233063782687,58.6040815465673,2.19149397969088,3.7394903594718,1.500836658136,-23.0766458678123,44.946221225027,2.54237556839001,24.4119509256047,-0.229047916131953,0.523279951651074,-0.223546529244684,430.143897261968,430.250351515151,-0.00137631252514728,67.4206641049835,0.536413682509776,24.3568225974026,24.5817593939394,0.000388585688821212,111.33,5,1,1,0,47125,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879639.5,419.687666666667,419.683555555556,24.5791444444444,24.3567111111111,419.104666666667,24.3685111111111,500.245,89.0610111111111,0.0996992888888889,27.7482,27.5310777777778,999.9,0,0,10026.4533333333,0,0.223030666666667,0.00408597888888889,430.263111111111,430.160888888889,0.222414666666667,419.683555555556,24.3567111111111,2.18904111111111,2.16923444444444,18.8823555555556,18.7369,0,0,0,0,-3.16666666666667,0,-13.6555555555556,-1.74444444444444,37.125,42.062,39.687,40.944,38.125,0,0,0,1677879644.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.004776770275,0.0399977400337711,0.0379985480976304,1,0.203727125,0.130574060037523,0.0131860484190441,0,1,2,"1/2",2.84071,2.71051,0.0893808,0.0894241,0.102547,0.101548,25833.4,22224.3,25395.7,23778.3,38945.2,35358.2,45965.7,42416.9,1.73767,1.83838,0.0249967,0,27.1173,999.9,53.131,30.917,26.7886,54.3181,43.0409,1,0.160038,1.38422,20.2405,5.23466,11.992,4.95575,3.304,9999,9999,9999,999.9,1.86844,1.86416,1.87178,1.86258,1.86202,1.86844,1.85852,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2108,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40665,40664.9,1.05713,2.36572,1.44775,2.30591,1.44409,2.48169,36.8366,24.1838,18,414.476,461.667,26.3814,29.7103,29.9996,29.306,29.312,21.2209,18.7884,100,26.3682,419.656,24.4014,97.2431,99.7248,NA,4
37,1677879993,1359.90000009537,"20230303 15:46:33","15:46:33",5,"pas_smi21_t3_ch4","gibson",1677879990,0.00288647469292778,2.88647469292777,-1.22850869455391,419.609455128624,419.93829473886,37.445077808526,37.4157558225437,0.0827873967263211,3.83450334987727,0.0818070931360047,0.0512165422936326,0,34.1343698291146,34.4654363636364,5.48330179087244,44.5618606580926,2.47754879066995,5.55979654817224,3.00575300020249,-127.293533958115,51.5649180026887,3.12805067489312,-72.6005652805331,-1.22850869455391,2.88647469292777,-1.14021332988411,431.06177679198,431.583454545454,-0.00240760637342072,67.4206641049835,3.0242664626179,26.5627044848485,27.79758,0.00597561904761402,111.33,2,0,1,0,45893,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879990,419.609454545455,419.601909090909,27.7851636363636,26.5623727272727,419.026363636364,27.4396,500.304363636364,89.0681636363636,0.0998838545454545,34.7148727272727,34.4654363636364,999.9,0,0,10006.7536363636,0,0.222567,0.00743242363636363,431.601454545455,431.051727272727,1.22278181818182,419.601909090909,26.5623727272727,2.47477363636364,2.36586454545455,20.8615363636364,20.1319909090909,0,0,0,0,2.95454545454545,0,-18.1,-2.88181818181818,36.687,41.625,39.187,40.625,38.062,0,0,0,1677879995.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.09084851775,0.616102472983115,0.0829828711750949,0,1.192483,0.202281275797374,0.0197809212626713,0,0,2,"0/2",2.84389,2.71027,0.0894462,0.0894641,0.111543,0.107865,25846.9,22235.2,25408.8,23789.1,38566.3,35124.6,45985,42434.7,1.74433,1.84535,0.292733,0,30.0126,999.9,53.034,30.968,26.8127,54.1681,42.9647,1,0.150315,-6.66667,20.1281,5.23511,11.992,4.95715,3.304,9999,9999,9999,999.9,1.86844,1.86409,1.87169,1.86249,1.86198,1.86841,1.85851,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.584,0.3462,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40670.8,40670.8,1.05957,2.37549,1.44775,2.30591,1.44409,2.45483,36.7892,24.105,18,417.44,465.019,43.7793,29.3495,30,29.1912,29.1766,21.2439,0,100,149.879,419.656,27.6294,97.2872,99.7681,NA,4
38,1677879998,1364.90000009537,"20230303 15:46:38","15:46:38",5,"pas_smi21_t3_ch4","gibson",1677879995.5,0.00292232108937918,2.92232108937918,-1.15591293614202,419.63166721592,418.263852436546,37.2962961360932,37.4182632264207,0.0807973393017981,3.83165825078723,0.0798626270088195,0.0499972209524208,0,34.2463936830664,34.8260777777778,5.59419771640371,44.2937707288729,2.47903541979747,5.5968037469014,3.11516229660624,-128.874360041622,1.735207820777,0.105586875854374,-127.03356534499,-1.15591293614202,2.92232108937918,-0.907803218308014,431.1200733244,431.596496969697,-0.0149567422471932,67.4206641049835,2.95712549894196,26.5638156363636,27.8092872727273,0.000918017982017191,111.33,2,0,1,0,45895,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677879995.5,419.631666666667,419.662333333333,27.8014444444444,26.5636,419.048666666667,27.4552,500.349333333333,89.0692777777778,0.100025088888889,34.8344777777778,34.8260777777778,999.9,0,0,9996.39666666667,0,0.222567,-0.0306973,431.631777777778,431.114444444444,1.23784222222222,419.662333333333,26.5636,2.47625444444444,2.366,20.8712555555556,20.1329333333333,0,0,0,0,-1.4,0,-18.0888888888889,-2.9,36.687,41.625,39.187,40.611,38.111,0,0,0,1677880000.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.055332171,0.483884491857411,0.0659942029056476,0,1.20918725,0.218947429643525,0.0212294192086712,0,0,2,"0/2",2.84384,2.71025,0.0894263,0.0894682,0.111581,0.107871,25846.8,22235,25408.1,23789.1,38564.3,35124.3,45984.6,42434.6,1.74413,1.8456,0.286922,0,30.1126,999.9,53.034,30.978,26.8272,54.6581,43.4976,1,0.150694,-6.66667,20.1285,5.23511,11.992,4.95705,3.304,9999,9999,9999,999.9,1.86844,1.86411,1.87174,1.8625,1.862,1.86842,1.85852,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.582,0.3467,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40670.9,40670.9,1.05957,2.40356,1.44897,2.30591,1.44409,2.28027,36.7892,24.0963,18,417.315,465.169,43.9126,29.3526,30.0001,29.1893,29.1754,21.245,0,100,150.01,419.656,27.6294,97.2857,99.7678,NA,4
39,1677880003,1369.90000009537,"20230303 15:46:43","15:46:43",5,"pas_smi21_t3_ch4","gibson",1677880000.2,0.00297138327641068,2.97138327641068,-1.07158256917706,419.569200511535,416.278747725481,37.1199160510692,37.4133284144331,0.0836347947168381,3.82750509938879,0.082632645349602,0.0517344418528826,0,34.4335073179311,34.66035,5.54299728613937,43.8423428853437,2.4807713652123,5.65839141329651,3.06222592092707,-131.038002489711,76.6914667549144,4.67244221042106,-49.6740935243756,-1.07158256917706,2.97138327641068,-1.05831267291026,431.092220469719,431.576951515152,-0.00235601459683459,67.4206641049835,3.00704123588698,26.5610754458875,27.8261327272727,0.00112078614718682,111.33,2,0,1,0,45753,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880000.2,419.5692,419.6455,27.82044,26.56181,418.9862,27.47333,500.3381,89.07068,0.10013704,35.03201,34.66035,999.9,0,0,9981.31,0,0.222567,-0.07641297,431.5756,431.0962,1.258609,419.6455,26.56181,2.477982,2.365877,20.88261,20.1321,0,0,0,0,3.63,0,-21.72,-3.34,36.687,41.625,39.187,40.6061,38.1061,0,0,0,1677880005.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.045488721,0.0924920123076926,0.0600712583869789,1,1.22749475,0.217543001876171,0.0211232867929567,0,1,2,"1/2",2.8441,2.71002,0.0894263,0.0894716,0.111623,0.107864,25846.7,22234.8,25408,23789,38562.2,35124.5,45984.4,42434.5,1.74448,1.8455,0.271462,0,30.214,999.9,53.009,30.968,26.8018,53.9781,42.3878,1,0.150513,-6.66667,20.1286,5.23526,11.992,4.9573,3.304,9999,9999,9999,999.9,1.86844,1.86411,1.87174,1.8625,1.86198,1.86842,1.85851,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3474,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671,40671,1.05835,2.36694,1.44775,2.30591,1.44409,2.51709,36.7892,24.105,18,417.507,465.094,44.0461,29.3558,30.0002,29.1887,29.1741,21.246,0,100,150.237,419.656,27.6294,97.2852,99.7675,NA,4
40,1677880008,1374.90000009537,"20230303 15:46:48","15:46:48",5,"pas_smi21_t3_ch4","gibson",1677880005.5,0.00299895110902329,2.99895110902328,-1.01681157493824,419.577333816194,415.080601186126,37.0127064456823,37.4136797610476,0.0843955983360488,3.83909693449004,0.0833782942177589,0.0522018128023293,0,34.609913366255,34.6656888888889,5.54464032592058,43.4240867585824,2.48172189383011,5.7150813732188,3.06291843209046,-132.253743907927,113.110959783962,6.876714374166,-12.2660697497984,-1.01681157493824,2.99895110902328,-1.1536234126253,431.135298826787,431.641775757576,0.00211812396578973,67.4206641049835,3.01615133887526,26.5608471688312,27.8356133333333,0.000375542857142908,111.33,1,0,1,0,45801,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880005.5,419.577333333333,419.682555555556,27.8313777777778,26.5609888888889,418.994333333333,27.4838111111111,500.300333333333,89.0701,0.0998258888888889,35.2121888888889,34.6656888888889,999.9,0,0,10023.0633333333,0,0.222567,-0.105282222222222,431.589,431.133777777778,1.27038444444444,419.682555555556,26.5609888888889,2.47894444444444,2.36579,20.8889,20.1314888888889,0,0,0,0,2.18888888888889,0,-19.0444444444444,-2.58888888888889,36.687,41.625,39.187,40.583,38.125,0,0,0,1677880010.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.044756311,-0.507958881500938,0.0575206054857501,0,1.2445395,0.198467842401499,0.0193673992768776,0,0,2,"0/2",2.84367,2.71031,0.0894388,0.0894739,0.111653,0.107865,25846.4,22235,25408.1,23789.2,38560.9,35124.5,45984.4,42434.6,1.74475,1.84487,0.271387,0,30.3235,999.9,53.009,30.978,26.815,53.9881,43.6018,1,0.150716,-6.66667,20.1284,5.23526,11.992,4.95735,3.304,9999,9999,9999,999.9,1.86844,1.86411,1.87173,1.8625,1.86198,1.86841,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3478,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.1,40671.1,1.05957,2.39136,1.44775,2.30591,1.44409,2.36694,36.7892,24.105,18,417.662,464.696,44.1749,29.3589,30,29.1887,29.1741,21.2431,0,100,150.482,419.656,27.6294,97.2854,99.768,NA,4
41,1677880013,1379.90000009537,"20230303 15:46:53","15:46:53",5,"pas_smi21_t3_ch4","gibson",1677880010.2,0.00303273387421348,3.03273387421348,-1.17181397705202,419.611900559551,417.736764130882,37.2492729565868,37.4164774610973,0.0844236895329722,3.82431141708498,0.0834018281738288,0.0522169221492645,0,34.7368176029428,34.77654,5.57885047149797,43.1209789806271,2.48297209294149,5.7581533435431,3.09587837855648,-133.743563852815,117.83180413564,7.20006634425765,-8.71169337291644,-1.17181397705202,3.03273387421348,-0.811742501277062,431.116654820745,431.584854545454,-0.0224115791884057,67.4206641049835,3.05919115127257,26.5609912813853,27.8531236363636,0.000470313419913669,111.33,2,0,1,0,45791,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880010.2,419.6119,419.6558,27.84561,26.56104,419.0289,27.49746,500.3435,89.06916,0.10008761,35.34805,34.77654,999.9,0,0,9970.005,0,0.222567,-0.044046025,431.6309,431.1065,1.284574,419.6558,26.56104,2.480186,2.365771,20.89704,20.13137,0,0,0,0,1.43,0,-18.36,-2.71,36.687,41.6124,39.187,40.5935,38.125,0,0,0,1677880015.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0581970195,-0.200826482026266,0.0500485751086365,0,1.25999425,0.178452270168856,0.01742739451087,0,0,2,"0/2",2.84412,2.71007,0.0894271,0.0894667,0.111694,0.107861,25846.6,22235.2,25408,23789.3,38559.1,35124.9,45984.3,42434.8,1.74468,1.84527,0.273064,0,30.4349,999.9,53.009,30.978,26.8176,54.1781,42.9087,1,0.150541,-6.66667,20.1287,5.23511,11.992,4.9573,3.30398,9999,9999,9999,999.9,1.86844,1.86413,1.87173,1.86249,1.862,1.86843,1.85852,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3485,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.2,40671.1,1.05957,2.40356,1.44775,2.30591,1.44409,2.24976,36.7892,24.0963,18,417.62,464.951,44.3014,29.3627,30.0002,29.1887,29.1741,21.2438,0,100,150.646,419.656,27.6294,97.2851,99.7685,NA,4
42,1677880018,1384.90000009537,"20230303 15:46:58","15:46:58",5,"pas_smi21_t3_ch4","gibson",1677880015.5,0.00306673281575323,3.06673281575323,-1.35534317365321,419.666222867617,420.945151915658,37.5349460267938,37.4209061511191,0.0839045004246771,3.83917776834593,0.0828989460636609,0.051901182151754,0,34.8749424128427,34.9504222222222,5.63288250459783,42.8067180607745,2.48436836331528,5.8036880094104,3.14851414128255,-135.242917174717,111.830079322971,6.81736928361857,-16.5954685681274,-1.35534317365321,3.06673281575323,-1.41059756473696,431.08757221642,431.685587878788,0.00714150178468953,67.4206641049835,3.08557290333237,26.5626826666667,27.8674884848485,0.000287724675324079,111.33,2,0,1,0,45673,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880015.5,419.666222222222,419.636444444444,27.8615777777778,26.5625222222222,419.083222222222,27.5127222222222,500.302666666667,89.0684888888889,0.0997693888888889,35.4907222222222,34.9504222222222,999.9,0,0,10023.5355555556,0,0.222567,0.0299445333333333,431.694,431.087111111111,1.29903777777778,419.636444444444,26.5625222222222,2.48158888888889,2.36588555555556,20.9062444444444,20.1321444444444,0,0,0,0,0.955555555555556,0,-19.2666666666667,-3.6,36.687,41.611,39.187,40.562,38.1387777777778,0,0,0,1677880020.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.05432433625,0.336837113358349,0.0531690098997157,0,1.275001,0.166180187617257,0.0161425287362296,0,0,2,"0/2",2.8439,2.71039,0.0894397,0.0894756,0.111737,0.107867,25846.7,22235.4,25408.4,23789.7,38557.5,35125.3,45984.6,42435.6,1.74425,1.84533,0.276342,0,30.5432,999.9,53.009,30.978,26.8164,54.4581,42.5721,1,0.150757,-6.66667,20.1288,5.23511,11.992,4.95745,3.304,9999,9999,9999,999.9,1.86844,1.86412,1.87173,1.86249,1.86196,1.86843,1.85852,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3492,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.2,40671.2,1.05835,2.36816,1.44775,2.30591,1.44409,2.48901,36.7892,24.105,18,417.381,464.983,44.4267,29.3659,30.0001,29.1887,29.1741,21.2431,0,100,150.699,419.656,27.6294,97.2862,99.7704,NA,4
