"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
32,1677797770.1,893.5,"20230302 16:56:10","16:56:10",5,"pas_smi18_t1_ch4","gibson",1677797767.6,-0.00201123137928927,-2.01123137928927,0.282226048251812,420.338555375944,411.023917517565,36.522644787415,37.3503221933422,-0.093920408877119,3.52143849854664,-0.095334700718823,-0.0594553547536471,0,31.3960518760737,30.6718777777778,4.4276607201386,58.3848959449019,2.62749094275871,4.50029224208653,1.80016977737989,88.6953038266568,54.1024019752592,3.44375829751898,146.241464099435,0.172288918411036,-1.88710215563843,0.282226048251812,433.243922287252,433.112193939394,-0.00858746646344595,67.2385821346371,-2.01123137928927,30.6531402653016,29.5557381818182,-0.00759610042092847,107.407246362273,14,3,1,0,46436,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797767.6,420.338555555556,419.971222222222,29.5696444444444,30.6530111111111,420.864333333333,29.1775777777778,500.352444444444,88.7577888888889,0.0999228666666667,30.9568555555556,30.6718777777778,999.9,0,0,10016.1,0,0.278209,0.367177333333333,433.146666666667,433.251666666667,-1.08337111111111,419.971222222222,30.6530111111111,2.62453555555556,2.72069444444444,21.8201111111111,22.4106555555556,0,0,0,0,2.03333333333333,0,-17.6222222222222,-2.17777777777778,37.062,41.625,39.4025555555556,40.812,38.5,0,0,0,1677797770.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.344968487804878,0.487203533101045,0.0747105086803339,0,-1.02070995121951,-0.391249128919858,0.0387480609900086,0,0,2,"0/2",2.83784,2.71043,0.0893403,0.0891641,0.115838,0.118452,26005.7,22212.1,25564.9,23759.2,38625.8,34662.5,46280.1,42380.4,1.7288,1.81982,0.00346452,0,30.5229,999.9,55.073,32.7,30.8249,57.0795,44.8157,1,0.21124,9.28105,20.0114,5.24005,11.998,4.95775,3.30395,9999,9999,9999,999.9,1.86873,1.8644,1.87195,1.86295,1.86227,1.86871,1.85883,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3912,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39300.5,39300.4,1.05957,2.40112,1.44897,2.30469,1.44409,2.33398,40.2982,23.746,18,411.484,452.295,23.1041,30.0469,30.0008,29.6038,29.6058,21.236,0,100,22.3681,420.012,31.7189,97.902,99.6411,NA,4
33,1677797775.1,898.5,"20230302 16:56:15","16:56:15",5,"pas_smi18_t1_ch4","gibson",1677797772.3,-0.00209156966412779,-2.09156966412779,0.232018073940375,420.319599852445,410.248432685749,36.4525081275293,37.3473788296409,-0.0997682402370989,3.52160554674601,-0.101365676251137,-0.0632079048980859,0,31.2297792058542,30.50382,4.3853087592502,58.9269782106109,2.62420587121518,4.45331824387126,1.76110288803503,92.2382221880356,51.1075515171945,3.24732537498534,146.593099080215,0.342490255819663,-1.94933931189471,0.232018073940375,433.320201337117,433.151509090909,0.00573992310742121,67.2385821346371,-2.09156966412779,30.6522989274765,29.5132103030303,-0.00818729362459187,107.407246362273,14,3,1,0,46464,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797772.3,420.3196,420.0375,29.53367,30.65281,420.8453,29.14336,500.3515,88.75475,0.09996637,30.77301,30.50382,999.9,0,0,10017.12,0,0.278209,0.2819946,433.1109,433.32,-1.119142,420.0375,30.65281,2.621254,2.720584,21.79962,22.40997,0,0,0,0,-0.41,0,-18.15,-2.84,37.062,41.6312,39.437,40.812,38.5,0,0,0,1677797775.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.343762658536585,-0.0263769616724733,0.0763222962710015,1,-1.05416743902439,-0.435519031358883,0.0429790048455589,0,1,2,"1/2",2.83818,2.71036,0.0893482,0.089168,0.115715,0.118452,26004.4,22211.4,25563.9,23758.6,38629.9,34662.1,46278.5,42379.8,1.72835,1.81955,-0.00108033,0,30.4256,999.9,55.073,32.7,30.8259,56.9696,43.6298,1,0.211926,9.28105,20.0118,5.24065,11.998,4.95755,3.30395,9999,9999,9999,999.9,1.86871,1.8644,1.87195,1.86295,1.86226,1.86873,1.85883,1.86519,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3891,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39300.5,39300.5,1.05835,2.40479,1.44775,2.30469,1.44409,2.29858,40.2982,23.746,18,411.262,452.162,22.9064,30.0592,30.0008,29.6083,29.6109,21.2352,0,100,22.3503,420.012,31.7189,97.8985,99.6393,NA,4
34,1677797780.1,903.5,"20230302 16:56:20","16:56:20",5,"pas_smi18_t1_ch4","gibson",1677797777.6,-0.00221581141407559,-2.21581141407559,0.346485480080992,420.33733311264,411.949980804786,36.6024247509246,37.3476546235124,-0.108197522220722,3.51907585089218,-0.110080423446053,-0.0686283780358558,0,31.0479332188584,30.3147,4.33807142066395,59.5317173770103,2.61960057990534,4.40034437998082,1.71847084075862,97.7172833607336,47.2298438778695,2.99718877833259,147.944316016936,0.282637102937805,-2.03968570930346,0.346485480080992,433.270291620635,433.073678787879,-0.00314348339738932,67.2385821346371,-2.21581141407559,30.6541599857135,29.4631454545454,-0.0107649602359698,107.407246362273,14,3,1,0,46438,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797777.6,420.337333333333,419.997333333333,29.4828666666667,30.6539555555556,420.863333333333,29.0949666666667,500.343555555555,88.7515666666667,0.100057211111111,30.5636444444444,30.3147,999.9,0,0,10007.2277777778,0,0.278209,0.340159222222222,433.106555555556,433.279222222222,-1.17108888888889,419.997333333333,30.6539555555556,2.61665111111111,2.72058555555556,21.7708666666667,22.4099888888889,0,0,0,0,8.58888888888889,0,-21.6333333333333,-3.56666666666667,37.0482222222222,41.6387777777778,39.437,40.812,38.486,0,0,0,1677797780.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.359211292682927,-0.441684250871079,0.0649472438763482,0,-1.09313951219512,-0.483418954703835,0.0477828162781283,0,0,2,"0/2",2.83777,2.71026,0.0893385,0.0891605,0.115581,0.118447,26004.3,22211.4,25563.6,23758.4,38635.4,34661.7,46277.9,42379.2,1.7284,1.81903,-0.00678003,0,30.3266,999.9,55.073,32.7,30.8236,56.8895,44.363,1,0.21267,9.28105,20.0119,5.24005,11.998,4.9574,3.304,9999,9999,9999,999.9,1.86873,1.86439,1.87195,1.86295,1.86227,1.86872,1.85883,1.86516,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3867,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39300.6,39300.6,1.05835,2.37671,1.44775,2.30469,1.44409,2.45605,40.3237,23.746,18,411.319,451.869,22.7161,30.0703,30.0008,29.6127,29.6153,21.2349,0,100,22.3327,420.012,31.7189,97.8973,99.6382,NA,4
35,1677797785.1,908.5,"20230302 16:56:25","16:56:25",5,"pas_smi18_t1_ch4","gibson",1677797782.3,-0.00230409290997446,-2.30409290997446,-0.000772840873183167,420.359600000493,407.299462555806,36.189313790543,37.3497312611864,-0.115086112725841,3.51671068843354,-0.117220423105625,-0.0730677248896322,0,30.8853462872151,30.13625,4.29390635233227,60.0579928168952,2.61533221137073,4.3546780182021,1.67857414096154,101.610497329874,46.4768051324618,2.94612538523033,151.033427847566,0.286180987517872,-2.12770824786925,-0.000772840873183167,433.279823581481,433.171757575758,0.0229662956919432,67.2385821346371,-2.30409290997446,30.655442474681,29.407423030303,-0.00992265901003534,107.407246362273,14,3,1,0,46390,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797782.3,420.3596,419.9998,29.43475,30.65637,420.8853,29.04915,500.3713,88.75175,0.10010746,30.38139,30.13625,999.9,0,0,9997.626,0,0.278209,0.3597075,433.1079,433.2829,-1.221606,419.9998,30.65637,2.612387,2.720805,21.74416,22.4113,0,0,0,0,3.72,0,-21.11,-3.43,37.0434,41.656,39.4184,40.812,38.4622,0,0,0,1677797785.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.33431412195122,-0.0929346689895469,0.0456695430003758,1,-1.1363487804878,-0.544101533101044,0.0538405645512351,0,1,2,"1/2",2.8379,2.71017,0.0893547,0.089155,0.11543,0.118463,26003.3,22210.8,25563.1,23757.7,38641,34660.4,46276.6,42378.3,1.72833,1.81885,-0.0114366,0,30.227,999.9,55.073,32.72,30.8571,56.8396,44.2027,1,0.213407,9.28105,20.0123,5.2399,11.998,4.9575,3.30395,9999,9999,9999,999.9,1.86873,1.86443,1.87195,1.86295,1.86225,1.86871,1.85885,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.384,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39300.7,39300.7,1.05957,2.40356,1.44775,2.30469,1.44409,2.29614,40.2982,23.7373,18,411.307,451.799,22.5332,30.0806,30.0007,29.6171,29.6204,21.2364,0,100,22.3121,420.012,31.7189,97.8948,99.6357,NA,4
36,1677797790.1,913.5,"20230302 16:56:30","16:56:30",5,"pas_smi18_t1_ch4","gibson",1677797787.6,-0.00245944577442697,-2.45944577442697,0.522365861811384,420.422666335101,414.111512390383,36.7953334534947,37.3561027316338,-0.125572573914822,3.52002616719679,-0.128115759534484,-0.0798395859684133,0,30.7146791832755,29.9548444444444,4.24941193314028,60.6301337855869,2.60951817590132,4.30399541114267,1.63989375723897,108.461558652229,42.1883465302682,2.666671564134,153.316576746632,0.247114572123189,-2.24815376177123,0.522365861811384,433.278173493476,433.088957575757,-0.027402742929192,67.2385821346371,-2.45944577442697,30.6600543753501,29.34304,-0.0126256843334214,107.407246362273,14,3,1,0,46583,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797787.6,420.422666666667,420.009666666667,29.3687111111111,30.6597444444444,420.948555555556,28.9862333333333,500.304666666667,88.7537888888889,0.0998950888888889,30.1771555555556,29.9548444444444,999.9,0,0,10010.8277777778,0,0.278209,0.413113222222222,433.143555555556,433.294333333333,-1.29103333333333,420.009666666667,30.6597444444444,2.60658444444444,2.72116888888889,21.7077666666667,22.4135111111111,0,0,0,0,-0.0888888888888887,0,-15.8555555555556,-3.12222222222222,37.062,41.6387777777778,39.4301111111111,40.812,38.437,0,0,0,1677797790.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.346309048780488,0.476327142857144,0.0596834638829784,0,-1.18625024390244,-0.646067456445995,0.0639364003918149,0,0,2,"0/2",2.83773,2.71039,0.0893487,0.089172,0.115258,0.118461,26002.6,22210.4,25562.3,23757.8,38647.8,34660.4,46275.6,42378.3,1.72827,1.81778,-0.0155345,0,30.1251,999.9,55.073,32.72,30.861,56.6096,43.6699,1,0.214217,9.28105,20.0124,5.24005,11.998,4.95735,3.30395,9999,9999,9999,999.9,1.86874,1.86443,1.87197,1.86295,1.86229,1.86873,1.85883,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3809,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39300.8,39300.8,1.05713,2.37305,1.44775,2.30469,1.44409,2.54639,40.3237,23.746,18,411.312,451.167,22.3562,30.0911,30.0008,29.6222,29.6255,21.2335,5.02189,100,22.288,420.012,29.3261,97.8924,99.6358,NA,4
37,1677797948.6,1072,"20230302 16:59:08","16:59:08",5,"pas_smi18_t1_ch4","gibson",1677797945.85,0.000747486612933175,0.747486612933175,-0.423853505040159,419.939000273545,424.853856160343,37.7524507333034,37.3157173671419,0.0353657818842182,3.50837925659785,0.0351689164514568,0.021998168834947,0,31.656653050807,31.12889,4.54463870392479,57.8270413896283,2.73333881872011,4.72674851252264,1.81129988520469,-32.964159630353,130.789115051248,8.41066177438722,106.235617195283,0.0277622797616148,0.226540613641016,-0.423853505040159,433.264193026559,433.352915151515,0.0361251180340005,67.2385821346371,0.747486612933175,30.628069673478,30.8217763636364,0.031253339822442,107.407246362273,12,2,1,0,46035,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797945.85,419.939,420.0117,30.76011,30.63022,420.4646,30.3109,500.3724,88.75981,0.10004189,31.82037,31.12889,999.9,0,0,9962.999,0,0.278209,-0.07265928,433.2662,433.2832,0.12990147,420.0117,30.63022,2.730261,2.71873,22.46838,22.39877,0,0,0,0,1.15,0,-18.07,-3.12,36.8561,41.625,39.312,40.687,38.0559,0,0,0,1677797948.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.11917727525,0.295299347954972,0.0745612547376956,0,-0.1477957485,2.44566150461539,0.237374917367942,0,0,2,"0/2",2.83689,2.71006,0.0892733,0.0891432,0.119142,0.118383,25987.8,22202.7,25545.9,23749.2,38456,34652.7,46250.8,42365.2,1.72987,1.81568,0.128008,0,29.1331,999.9,54.926,32.801,30.913,54.5196,44.5633,1,0.212215,-6.66667,20.122,5.23751,11.9921,4.95745,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.8589,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4527,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.4,39303.4,1.05835,2.40723,1.44775,2.30469,1.44409,2.29004,40.4255,23.8073,18,413.037,450.881,41.1621,30.1796,29.9999,29.7488,29.7586,21.2285,0,100,111.393,420.012,32.0947,97.8362,99.6032,NA,4
38,1677797953.6,1077,"20230302 16:59:13","16:59:13",5,"pas_smi18_t1_ch4","gibson",1677797951.1,0.000755130734198298,0.755130734198298,0.182639455839654,419.958666550095,397.376675858403,35.3107764821971,37.3174056435964,0.0349700804576899,3.51826192047192,0.0347781203377855,0.0217534840548826,0,31.8699441450848,31.3191666666667,4.5941304211944,57.3601477026052,2.74440649644539,4.78451783400959,1.84972392474901,-33.301265378145,135.753604802118,8.72276388573671,111.17510330971,-0.110490766672933,0.41560027139687,0.182639455839654,433.288618892483,433.294145454546,-0.0248861414636803,67.2385821346371,0.755130734198298,30.644110653736,30.9208145454545,0.0208029381018515,107.407246362273,12,2,1,0,46362,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797951.1,419.958666666667,419.996555555556,30.8847111111111,30.6464333333333,420.484444444444,30.4294666666667,500.333333333333,88.7598888888889,0.0998218777777778,32.0348777777778,31.3191666666667,999.9,0,0,10002.9922222222,0,0.278209,-0.0378892555555556,433.342444444444,433.275,0.238260111111111,419.996555555556,30.6464333333333,2.74132111111111,2.72017333333333,22.5349333333333,22.4075,0,0,0,0,2.14444444444444,0,-19.5777777777778,-2.97777777777778,36.812,41.625,39.312,40.687,38.0413333333333,0,0,0,1677797953.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.10456392525,0.586869358761727,0.0801556391925248,0,-0.0013982485,1.95924397035647,0.191398303830245,0,0,2,"0/2",2.8367,2.71035,0.0892713,0.0891307,0.119392,0.118419,25987.9,22202.9,25545.9,23749,38445,34651,46250.8,42364.9,1.73013,1.81543,0.135191,0,29.2182,999.9,54.902,32.801,30.9011,54.3496,44.7356,1,0.212188,-6.66667,20.1222,5.23721,11.992,4.95745,3.30398,9999,9999,9999,999.9,1.86874,1.86447,1.87195,1.86295,1.86233,1.86874,1.85891,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4574,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.5,39303.5,1.05713,2.36816,1.44775,2.30469,1.44409,2.51587,40.451,23.8161,18,413.189,450.725,41.4163,30.1755,29.9999,29.7507,29.7586,21.2318,0,100,114.079,420.012,32.0947,97.8362,99.6024,NA,4
39,1677797958.6,1082,"20230302 16:59:18","16:59:18",5,"pas_smi18_t1_ch4","gibson",1677797955.8,0.000806475657030253,0.806475657030253,0.243481031784046,419.937599843897,394.782357191348,35.080618755615,37.3159300888704,0.0365620517036739,3.52320292216173,0.0363525652110558,0.022739074554262,0,32.0514139870144,31.49794,4.64105707722619,56.8902018880951,2.75170168903177,4.83686399011988,1.88935538819441,-35.5655764750341,138.538664598853,8.90548800796623,111.878576131785,-0.0895071895672772,0.537982131893862,0.243481031784046,433.308154232679,433.304981818182,-0.0309539053019844,67.2385821346371,0.806475657030253,30.6569805112773,30.9994248484848,0.0159724734445907,107.407246362273,12,2,1,0,46063,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797955.8,419.9376,420.0183,30.96648,30.65807,420.4629,30.5073,500.3454,88.76064,0.10001478,32.22731,31.49794,999.9,0,0,10022.93,0,0.278209,-0.0807739338,433.3569,433.3026,0.3084113,420.0183,30.65807,2.748605,2.721229,22.57863,22.41388,0,0,0,0,1.81,0,-16.46,-2.71,36.812,41.625,39.312,40.687,38.0434,0,0,0,1677797959,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.06356736695,0.111928337538462,0.0488863494823158,0,0.1412570265,1.38520368292683,0.135245916251344,0,0,2,"0/2",2.83729,2.71041,0.0892609,0.089136,0.119584,0.118446,25988.2,22202.8,25545.9,23748.9,38436.6,34650,46250.9,42364.9,1.73065,1.81562,0.141226,0,29.3002,999.9,54.902,32.801,30.9036,54.3296,43.4816,1,0.212109,-6.66667,20.1227,5.23721,11.992,4.9575,3.30395,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.8589,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4611,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.6,39303.6,1.05835,2.40234,1.44775,2.30469,1.44409,2.35107,40.451,23.8161,18,413.485,450.861,41.6411,30.1715,29.9998,29.751,29.7601,21.2293,0,100,116.635,420.012,32.0947,97.8363,99.6023,NA,4
40,1677797963.6,1087,"20230302 16:59:23","16:59:23",5,"pas_smi18_t1_ch4","gibson",1677797961.1,0.000885189475833377,0.885189475833377,-0.439001071992091,420.01422250421,422.719769398242,37.5614992473043,37.3210931793118,0.0392447068068571,3.5189137496684,0.0390031687340078,0.0243985575922389,0,32.24178350017,31.6827444444444,4.69000507026672,56.3532395253291,2.7578889907321,4.89393158931442,1.93211607953462,-39.036855884252,142.720095413659,9.20321248787252,112.88645201728,-0.148530155233982,0.643833586740479,-0.439001071992091,433.390137690444,433.533490909091,0.0265358356901425,67.2385821346371,0.885189475833377,30.6667971084161,31.0656818181818,0.0144721567210571,107.407246362273,12,2,1,0,46054,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797961.1,420.014222222222,420.086333333333,31.0374777777778,30.6684,420.539777777778,30.5748666666667,500.327555555556,88.7568777777778,0.0998589222222222,32.4350444444445,31.6827444444444,999.9,0,0,10005.9722222222,0,0.278209,-0.0721333677777778,433.468,433.377333333333,0.369078222222222,420.086333333333,30.6684,2.75478888888889,2.72203111111111,22.6156444444444,22.4187111111111,0,0,0,0,0.266666666666666,0,-16.8111111111111,-2.96666666666667,36.812,41.625,39.312,40.687,38.0482222222222,0,0,0,1677797963.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.06540068445,-0.0552340121200751,0.0556188519443304,1,0.2597809425,0.945317255909944,0.0920207502631115,0,1,2,"1/2",2.83689,2.71024,0.0893049,0.0891379,0.119747,0.118465,25987.8,22202.6,25546.7,23748.8,38429.1,34648.8,46250.6,42364.4,1.73048,1.8158,0.147019,0,29.3848,999.9,54.902,32.801,30.9044,54.1895,44.2829,1,0.211583,-6.66667,20.1232,5.23736,11.9923,4.95725,3.30393,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86232,1.86874,1.85887,1.8652,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4642,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.7,39303.6,1.05835,2.40356,1.44775,2.30469,1.44409,2.26318,40.4255,23.8161,18,413.402,450.979,41.8555,30.167,29.9999,29.7532,29.7612,21.228,0,100,119.06,420.012,32.0947,97.837,99.6014,NA,4
41,1677797968.5,1091.90000009537,"20230302 16:59:28","16:59:28",5,"pas_smi18_t1_ch4","gibson",1677797965.8,0.000885688564897343,0.885688564897343,-0.0408564791178933,420.065300026309,406.458947207991,36.1159151112949,37.3249077702984,0.0384358529374592,3.51164375218331,0.0382036604045154,0.0238980322219213,0,32.4255455116655,31.85345,4.73561752054412,55.8657418370168,2.7625778865274,4.94503034540734,1.97303963401672,-39.0588657119728,144.984841730427,9.38496886868075,115.310944887135,-0.42439954008135,0.720572909060759,-0.0408564791178933,433.28862985101,433.426321212121,-0.0240341944125538,67.2385821346371,0.885688564897343,30.6771678267446,31.1068248484848,0.0104057636771727,107.407246362273,12,2,1,0,46074,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797965.8,420.0653,419.9933,31.09085,30.67784,420.5909,30.62569,500.371,88.75497,0.10004318,32.61927,31.85345,999.9,0,0,9976.75,0,0.278209,0.072042797,433.5445,433.2856,0.4130203,419.9933,30.67784,2.759469,2.722811,22.64361,22.42343,0,0,0,0,1.94,0,-20.06,-3.29,36.812,41.625,39.312,40.687,38.062,0,0,0,1677797968.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0300621102,0.349072669058162,0.0872490633137709,0,0.31826955,0.755955557223264,0.0733220840609942,0,0,2,"0/2",2.83701,2.70995,0.0892809,0.0891233,0.119851,0.118489,25987.5,22203,25545.7,23748.8,38423.7,34648.1,46249.5,42364.7,1.73032,1.816,0.152644,0,29.4697,999.9,54.902,32.811,30.9202,54.0195,44.2628,1,0.211547,-6.66667,20.1235,5.23586,11.9921,4.95705,3.30395,9999,9999,9999,999.9,1.86873,1.86446,1.87195,1.86295,1.86232,1.86874,1.85889,1.86518,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4661,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.8,39303.7,1.05835,2.37427,1.44775,2.30469,1.44409,2.46582,40.451,23.8248,18,413.318,451.103,42.0585,30.1637,29.9999,29.7532,29.7612,21.2301,0,100,121.363,420.012,32.0947,97.8342,99.6018,NA,4
